,storeId,content,star,userId
214,68,"회사 사람들과 야유회겸 점심식사했습니다. 세트메뉴로 다양한 음식을 먹을수 있어서 좋았고, 추가로 시킨 밴댕이무침이 정말 맛있었습니다. 양념게장보다는 간장게장이 맛있었고, 꽃게탕도 국물이 진했습니다. 방문전 블로그에서 확인했을때는 런치 할인이 있었는데, 재료값이 많이 올라 현재는 하고 있지 않다고 하셨습니다. 맛있게 잘 먹었습니다.",4,44
215,72,"허영만의 백반기행에 나왔다해서 방문함
꽃게가 실하고 맛도 넘 좋았음!
두부와 고구마묵(?)이였나 첨먹어봐서 너무 신기하고 맛있었음ㅋㅋㅋㅋㅋ…",3,6
216,72,"꽃게탕 소(게 두마리) 6만원
꽃게가 비싸니까
꽃게음식 먹으려면…",4,19
217,72,아니 무슨 꽃게따위가 왜?...가격이 후덜덜하지만 맛집은 확실한 맛집이다. 그래서 별 5개를 달았다. 꽃게가 유명한 강화도에서 꽃게 안먹고가몀 섭하다며 현지지인이 추천도 아닌 그냥 예약을 시켜줬다. 단골이라 자기가 나중에 와서 결제한다고 마음껏 먹고 가라고... 그래서 이것저것 마음껏 먹었다.…,5,16
218,72,"양념이 강하지 않고 짜지 않아서 너무 좋네요~ 토실하고 알이 꽉찬 제철 꽃게를 푸짐히 넣어주시고, 때론 다른 곳에서 해물탕인지 구분 안가게 과하게 넣는 다른 (새우 조개 오징어) 해물을 사용하지 않으시는데, 충분히 끓이면 너무 맛나요~ 끓여서 주셔도 한번더 푸욱 끓여드셔야 맛있어요~ 전 졸아든 만큼만 살짝 물 더 너었어요~ 중자에 큰 꽃게가 세마리인데 게에 집중하시면 3인분 국물을 더 즐기시면 4-5인분 양으로도 충분한 양이에요~ 꽃게장도 맛있어요. 밥없어도 국물만 먹을 수 있는~ 직접 농사지어 만드신다는 반찬들도 맛나고, 두부 고구마 묵, 어리굴젓 다 맛있네요.",5,21
219,72,"간장게장은 비린맛을 잡아주기 위한것인지 참기름향이 나서 비추
꽃게탕은 맛있었어요",3,7
220,74,"강화도 오면 꼭 한번은 먹고 가는 곳. 진주식 냉면 하는 곳이 잘 없는데, 서울 근교에서 진주냉면을 먹을 수 있어 좋다. 육수는 살짝 단 편이지만 같이 나오는 무와 육전과 조합이 좋음. 냉면은 재료소진이 빨리 되는 편이라 오후 2시 전엔 가야 안전빵이다.",5,17
221,74,"강화도에서 먹는 진주 냉면이라니...

미식가의 입장에선 자주 접하는 냉면일수도 있지만, 일반인들이 진주 냉면 먹기가 쉽지 않다.…",4,19
222,74,냉면 맛있네요 육전은 별도로 안시켜도 되요 냉면에 토핑으로 나오네요.,4,10
223,74,"고즈넉한 통나무집 분위기.
자극적이지 않은 심심한 맛.…",3,25
224,74,"강화도 유진면옥 맛집 추천입니다
호불호가 있을수 있습니다
음식에 단맛이  있다는거~…",4,17
225,78,"바다가 보이는 통유리의 2층에서 신선한 회를 즐길수 있는곳 입니다
해산물모듬 활어회를 주문하면 10여종의 해산물과 활어회가 나오고 서더리 매운탕이 나옵니다
해산물이나 활어의 신선도는 좋습니다",4,36
226,78,"물회 15000
주변 식당중 유독 손님이 여기만 있나 싶은 느낌…",4,42
227,78,"외포항 자주갔는데
이제서야 발견한 물회맛집
물론 다른 음식도 맛있음…",5,34
228,78,"B세트 2인 6만원
밴댕이무침 특히 맛있어요.
바다경치 보면서 싱싱한 회 먹으니 더 맛있는 것 같아요.",5,33
229,78,"강화도 들렸다가 네이버 평점 좋아서 방문 했습니다.
전망 좋고 주차 하기도 아주 편해요!…",2,15
230,80,"강화도 갯발장어 집중에서 단연 으뜸인 곳이라 보여집니다.
사장님의 노하우와 정성이 한대보태어져서정말 친구에게 맛나게 대접해보고 돌아왔습니다.
보통 갯벌장어는 갯내가 난다해서 거부감이 있었는데 초벌로 그냄새를 다잡아버리심…",5,27
231,80,"숯불향 존맛탱
탱탱쫄깃 장어~ 밑반찬 도라지 향 맛남
다만 마지막 나오는 죽은 입에 안맞음...아쉽...…",5,11
232,80,"갯장어 주문했는데 살이 부서지길래 주인 아저씨에게 왜 살이 부서지냐고 했더니 ""질기면 못먹어요""
사기당한 기분이 들어서 그냥 나왔습니다.
양심있게 장사합시다.",1,5
233,80,어머니생신때 방문했는데 너무 맛있게 잘먹었어요~!,5,19
234,80,"정말 돈 아까운 곳.
뻣뻣하게 초벌?해서 나온 장어는 어제 다른 상에서 남았던걸 다시 가져온게 아닌가..하는 의심마저 들게했음. 이 돈에 이런 음식과 이런 서비스를 받는다는게 화났었음.(서빙 보시는 분 긴 손톱에 두껍게 껴 있는 손 때는 정말 모든 에피타잇을 앗아갔고, 싸이드 반찬은 꾸덕 하게 말라있어서 손 가는게 없었음)",1,5
235,82,"김포 장기동이 있을때 부터 갔던 밋집이에요
강화도로 이전해서 너무 아쉽지만서도 연어는 진짜 오로라연어만한곳이 없어서 멀어도 항상 오게 되네요 ㅠ.ㅠ…",5,19
236,82,"불초밥 순삭하고 나옴!

가게이름처럼 연어 전문 맛집!!…",5,4
237,82,맛있는집입니다 사장님친절하시고  언제나 즐겁고 풍경좋은집이에요,4,10
238,82,연어가 신선하고 좋습니다. 코스메뉴를 한번에 주지말고 샐러드후 텀을 갖고 서빙이 되었으면 좋겠네요,4,22
239,82,"두툼한 연어과 씹을때 오는 부드러운 질감이
맛을 더 배가 시켜주는듯 하네요.
결론은 맛있다~^^",4,2
240,84,"아~ 여기는 가성비를 떠나서 너무 청소가 되지 않아 지저분하다. 화장실은 소오름이 돋을 정도이다. 만두두부전골을 먹었는데 평범하고 반찬은 셀프로 가정식반찬들이다.
그나마 괜찮은거 국내산 콩으로 직접 만든다는 것이다.",1,18
241,84,"백명산악회회원들 약40명이 시산제를 올리고 해명산산행후
단체로 음식 예약주문후 방문을 했는데 한적하면서 넓다란
주차공간과 따스한 햇살이…",5,20
242,84,"이른 아침 맛난 두부요리를 맛볼 수 있는 곳입니다.
국산콩 사용 맑은 순두부는 담백하고 맛있네요.",4,15
243,84,"□ 유니 아일랜드CC 입구에 있는 두부전문점
□ 기본반찬 모두 맛있고 친절한 곳
(추가반찬 리필은 self-service)
□ 해명산에 올라가면 18홀이 모두 잘 보임",5,12
244,84,"골프장 주변 이침식사 되는 두부집.
맑은 순두부가 내 입엔 잘 맛음",4,19
245,86,"관광객대상 장사하는 그냥그런 식당...
메뉴는 제육정식 2인, 생선구이(고등어 or 꽁치) 고등어 택1",3,40
246,86,"반찬종류가 많아요~생선구이백반 주문했더니 꽁치 한마리와 반찬들과 김치찌개까지...!
반찬들이 슴슴하니 괜찮아요
그냥 평범한 시골밥상 생각하심되요!!",3,27
247,86,강화도 가면 늘 가는 곳. 간장게장 맛있어요. 각종 반찬들이 맛갈스럽습니다. 엄마손맛같이,4,9
248,86,"생선구이 먹었는데..
반찬이 전체적으로 짜더군요..",3,3
249,86,"물가가 올랐다고는 하는데 1인당 7천원씩 하던게 1인당 1만원씩 오르고,
전은 미리 부쳐놔선가 팅팅불고,…",2,4
250,88,"[주차 및 접근성]
강화도 특성상 자차가 없으면 방문하기 어려우며, 외포리에 위치한 가게로 차로 가다보면 멀리서 확인할 수 있는 위치에 있습니다. 주차장 자리는 넉넉한 편입니다.…",5,15
251,88,조금 늦은 시간에 방문해서 그런지 여유있게 점심을 먹고왔습니다. 꽃게탕 간도 적절하고 싱싱한 게도 튼실해서 좋았고 간장게장 역시 짜고나 비리지 않고 고소한 게맛을 느낄 수 있어서 좋았네요.…,4,13
252,88,"가격이 싼편은 아닙니다.
특대 꽃게탕 105,000원 게4마리 인데요. 음 특대아닙니다.
대자 시켜드세요.…",3,14
253,88,애견동반이 가능한 꽃게탕 맛집! 말이 필요없다 직접 가봐야할 곳!!,5,6
254,88,"꽃게탕의 국물이 끝까지 맛있어요.
밑반찬도 어찌나 맛있었는지 다 리필했어요.
모두 강화도에서 나는 것들이었어요.
최고의 맛과 여유로운 서비스가 마음에 꼭 들어요.",5,15
255,90,수제 만두라서 크기도 맛도 두배. 만두전골 육수맛도 일품이다.  추운 겨울이라 그런지 만두전골 찾는 사람이 이리 많을줄 생각도 못함. 점심타임 주차 자리 찾기 어려울수 있겠다.,4,16
256,90,"현지인 맛집인정!
만두전골이 칼칼하고 시원해서
전날 숙취까지 날려버릴 맛이였는데…",5,17
257,90,"만두...아무리봐도 기성품같은데
맛은 조금 슴슴합니다.
전골에 배추랑 각종채소가 들어가서 깔끔해요.…",3,0
258,90,만두전골.만두(김치.고기)시켰는데 얼마나 푸짐하게 주시는지 감탄을 하면서 먹고 남은건 싸왔는데 식어도 맛있쪄용.꼭 한번 가보세요 후회하지 않을걸요!,4,42
259,90,"맛집이네요 만두가 고기와 야채양 비율이 적당하여 아삭하니 씹는맛이있어요. 전골은 어른들은 좋아할 맛이고, 아이들은 좀 매워서 먹지 못할것같아요. 국물베이스가 살짝 매워요.  저희아들은 맵다고해서 새우튀김 시켜서 밥이랑 먹었어요. 아이들은 그냥 손만두 시켜서 반찬으로 줘도 될것같아요.",5,40
260,92,"지인의 추천으로 방문하게 된 곳이다.
김치찌개와 돌솥밥을 주문했다.
메뉴가 나오기전에 강화 고구마를 주셨는데 옛날 고구마 맛이 난다고 다들 맛있어했다.…",4,16
261,92,"생고기 김치찌게 괞찬은듯 라면사리 넣는것은
각 자 취향에 따라 호불호가 갈릴듯 반찬은 가격대비
부족한듯",4,5
262,92,배가고파서 급하게 들어간집..  음식은 나왔지만  메인메뉴 다먹을때까지  밥이 안나온집..ㅠㅠ,1,33
263,92,"건강한 우리 음식, 갈비탕을 맛있게 먹을 수 있어요~",4,21
264,92,전통이 있는 고기전문 집입니다.,4,14
265,94,다른 한정식집에비해 매장이 깔끔하고 식기류가 고급스럽습니다.  음식도 정갈하고 반찬가지수도 다양하네요. 개인적으로는 갈비찜보다는 보리굴비 시켜 먹는게 더 좋아요..아쉬운 점은 후식 커피가 싼 밀크커피 밖에 없네요.. 원두커피 자판기라도 준비해주세요..,4,25
266,94,"2023.06
건물외관과 실내는 깔끔합니다
건물 왼쪽 잔디밭은 작지만 매트 깔고 누워 쉬고 싶은 생각이 듭니다…",3,23
267,94,"음식은 가성비가 있습니다.
보리굴비는 크긴한데 보리굴비보다는 그냥 굴비구이와 보리굴비의 중간 어딘가쯤의 맛이라고 보면 될듯합니다.
갈비찜이 오히려 부드럽고 맛있게 먹기 좋았습니다.…",4,4
268,94,반찬도 다양하고 다 맛있습니다 좋은 식사를 할 수 있는 한식당 입니다,5,22
269,94,"소갈비, 보리굴비 정식을 시켰음.
왜 국그릇만 뚝배기를 쓰는지 모르겠지만 다른 것들은 놋그릇이라 언발란스하고 보리굴비는 양이나 맛이 괜찮았지만 소갈비는 양도 너무적고 뼈만 있는게 너무 많고 기름이 많아서 소갈비찜보다는 소갈비탕 같은 느낌이다. 가격을 더 올려서 양을 늘리던지 솔루션을 찾아야 하지 않을까 싶다.…",3,44
270,96,"할머니가 해주시는 즉석냄비밥과 조기+동태찌개, 김치찌개 맛있게 먹었습니다
할머니 정말 친절하세요
냄비밥 하는 시간이 있으니 미리 전화하고 가세요.",4,46
271,96,"연미정에 위치한 식당.
할머니 손맛이 최고인 식당이다.
밥은 냄비에 항상 새로하신다고 한다.
2인분의 양은 3-4인분에 가까우며 가격이 매우저렴하다.",5,31
272,96,"연미정 아래쪽(공공화장실 근처)에 위치한 작은 식당입니다. 연세가 있으신 할머니를 중심으로 가족들이 함께 운영 중입니다.

단 한 가지 백반 메뉴만 있습니다. 밥을 주문 후 짓기 때문에 20~30분 가량 조리시간이 걸립니다. 생선 조림 반찬과 찌개가 곁들여진 시골…",4,16
273,96,예전할머니식당은 저렴한 가격에 할머니가 손수준비하신 찬에 냄비밥이엿는데  지금할머니댁 식사는 그때 그시절이 아니다 가격또한 너무많이 올린거같다 1인 9천원 ᆢ 첨엔 잘못계산한줄 알았지만 그가격이 맞단다 예전에  손님오시면 자랑하며 데려가던곳이었는데 너무 아쉽다,2,6
274,96,냄비밥 즉석에서 하시며.. 30분전에 예약.. 주차장 앞이라 연미정 구경전에 예약하고 올라가심 돼요.. 호불호는 갈리는 맛,4,40
275,98,여기 맛있어요. 장어구이 단일메뉴인데 그럴만 하더라구요. 갠적으로 민물보다 확실히 비싸도 바다장어가 맛이있었어요. 가격도 저렴해서 가족들이랑 실컷먹고 왔네요. 밑반찬도 하나같이 맛있고 순무 김치도 시원해서 여러번 리필해 먹었어요. 암튼 미네랄온천 가시는 분들 꼭 들려서 가보시길요👍…,5,29
276,98,"최고의 장어구이집
인생 장어구이집
아직도 눈앞에 이집 장어가 아른거린다…",5,17
277,98,진두강 참장어는 직접 양식한 장어로 직판장을 운영하는 장어 요리 전문점이다. 바다에서 잡은 새끼에 6~12개월 동안 숯가루를 먹여서 키운 후 요리하기 때문에 장어 특유의 냄새가 적은걸로 유명하다. 장어맛집 진두강참장어는 장어구이가 유일한 메뉴이다.,5,6
278,98,최고의 장어맛. 장어는 맛있어도 느끼하다는 선입견을 완전히 없애버림.,5,45
279,98,"여기는 장어를 싫어하던 제게 진짜 장어맛을 알려준 곳!
이곳은 장어를 제대로하는 집을 못봤다ㅡ장어가 맛있는지 모르겠다 하는 분들께 소개하고싶어요!
너무 맛있어서 가족들 데리고 찾아간곳! 6년전 친구와 알게되서 친구와는 몇번오고 가족들 설득? 장어를 먹기위해 구지 멀리가야하나며 근처다른 맛집…",5,28
280,100,"순두부 부드러움과 간수맛을 그대로 느낄수있었고 반찬들도 토종이였네요 ~
다음엔  다른메뉴들도 먹어봐야겠어요👍…",5,36
281,100,"강화도 외포리 입구,국도변에 있는 곳으로 넓직하고 조용한가운데서 점심식사를 가족들과 함께 맛있게 먹었던(특히~오리불고기)기억이 올라오면서 석모도쪽으로 여행가시는 분들에게 강.추코자 합니다!",4,42
282,100,손두부 단백하고 든든하네요,4,8
283,100,"강화도 맛집  강력추천!! 정갈하고 맛있는 밑반찬, 조미료없고, 강화섬 농산물로 주인직접 재배한 반찬들. 그리고 친절한 주인 아주머니의 건강밥상!  4차려방문에도 또 가고 싶은곳 입니다.",5,22
284,100,"순두부랑 삼계탕 먹고왔는데
순두부는 간이 없어서 약간 씁쓸하네요 제입맛엔 별로
새우젖으로 간을좀 했으면 아쉬움이 남네요",2,5
285,102,"예약 후 방문이 좋아요.
음식이 맛있어요. 오후5시예약이었는데,
오후3시~5시사이는 브레이크타임이라서
일찍 도착해도 들어가지 못해요.",5,13
286,102,푸짐한 반찬과 푸짐한 음식에 푸짐한 가격.  한적한 시골에서 한 상 크게 차려먹는 느낌이다.  맛은 깔끔한 맛.,4,21
287,102,음식이 밋있고 좋다,4,37
288,102,"나물이며 샐러드 고등어구이 맛있어요
예전에는 오리주물럭 볶음도 했는데 아쉽네요 소불고기정식에 돌솥밥에 누른밥까지 정말 맛있어요",5,25
289,102,매우 맛있어요,5,24
290,104,"정말 손님 많은 곳.
지역 맛집임에 틀림 없는 것 같습니다.…",5,25
291,104,"갈비탕은 괜찮음
돼지갈비 별로고
물냉면 신맛 강하고 맛없음…",1,4
292,104,"양도 푸짐하고 양념도 너무 달지않고 맛있어요. 고기도 잘 구워지게 수시로 뒤집어주고, 반찬 리필도 잘 해줘서 좋아요.",5,27
293,104,"돼지왕갈비 양념 잘 배어 육질 부드럽고
기름기 없어 참 맛있었다
양념게장 양념 넘 맛나 청포묵무침도...…",4,12
294,104,"가격대비 왕 돼지갈비 맛과 양이 최고네요.
숙성을 잘 시켜서인지 양념이 잘 되서 맛있습니다",4,15
295,106,"지인의 얘기로는 주변에서 제일 깔끔하고 맛있다고해서 갔더니 꽃게탕외 기본반찬도 맛있고 가리비젖갈, 보리새우, 순무, 직접 밭에서 따다주는 고추, 채소 등등 맛있게 잘 먹고 왔습니다.",5,12
296,106,"근처 서천꽃게탕과 동등한 수준의 맛이며 국물이 시원함, 단 여름에 다녀와서인지 게살은 부실했음, 냄새는 나지 않아서 나름 만족함. 서비스로 나온 소고기는 냉동으로 상태가 쏘쏘함. 하지만 서브로 나온 반찬은 깔끔하고 먹을만 함. 꽃게철에 다시 방문의사 있음.",4,42
297,106,깔끔한 공간.  친절함에 맛남까지. 꽃게찜 밋있어서 꽃게탕은 포장으로. 반찬들이 참 맛나서. 밥도 맛나서. 추천.,5,2
298,106,먹을때는 값에 비해 상차림이 떨어진다 생각했지만 간장꽃게 양념꽃게에 꽃게탕까지 메인 요리가 그 값을 넘어 갑니다. 꽃게철이 아니었지만 싱싱해서 좋았어요.,5,29
299,106,리뷰보고 다녀왔는데 정말 굿!!! 초이스였어요~~ 요즘 상업적인 리뷰가 많아서 약간 걱정 했었는데 생각보다 훨씬 더 좋았어요~ 식자재도 많은 부분 직접 재배하신다고 하시고 꽃게탕이 정말 집에서 먹는 그런 맛이에요~ 밑반찬 정말 정갈하고 맛있구요 벤뎅이 회무침도 비린맛 1도 없이 좋았어요~ 꽃게탕 마지막에 소고기 샤브샤브도 주세요^^ 당근 재방문 의사 있어요~~~,5,0
300,108,안으로 들어서자 보이는 풍경이 때문인지 분위기 좋았고 직원분 친절하고 음식도 정갈해 보인다. 돌솥밥은 괜찮은데 반찬은 그냥 평범. 찾아가서 먹지는 않을 꺼임. 그냥 한끼 해결하는 정도.,3,25
301,108,"음식맛 최고, 주변산책로 아주좋아요",5,10
302,108,단체 회식하기에 좋은곳으로 소나무가 주변에 자라잡고 있습니다.,4,33
303,108,"음식 맛은 보통 그러나 별 한개가 아까울 정도의 서비스 입니다. 단체 예약으로 다녀왔는데, 굉장히 기분이 나쁠 정도의 언행과 태도였습니다. 사장이나 일하는 사람 너나 할 것 없이 불친절하니 어쩔 수 없는 경우가 아니라면 비추합니다.",1,47
304,108,"지난4월에 이용했는데 맛, 서비스 모두 최악입니다. 기본적인 영업 마인드가, 한번만 와서 먹고 두번 다시 오든말든 신경 안쓰는 듯했습니다. 오리한방백숙 한마리 시켰는데 한마리 채 안되는게 뻔히 보였고, 부추 좀 더달라고 하니까 저희가게는 부추 리필 없습니다 이딴 소리 함. 두번다시 가기는커녕 처다보기도 싫을 정도로 불쾌했습니다. 이 집 빨리 망했으면 좋겠어요.",1,6
305,110,"사장님이 너무 과하게 친절하세요!

음식맛 맛있어요!  다음에도 갈 의사 뿜뿜합니다.",5,38
306,110,"와이프 생일 축하 겸 방문하여 임금님수라상으로 오찬을 가졌는데, 음식 맛이 전반적으로 정갈하고 주인장의 깍듯한 손님맞이 등 인간미가 느껴지는 분위기를 온몸으로 느낄 수 있었습니다.^^",5,45
307,110,강화도 불은면에 위치한식당임 1.가격비싸다  2.연잎밥은 만들어놔서  건조하고 식었다 3.모든 음식이 차게나온다된장찌개만 아니다 4. 나물류도 제맛이 안난다 5.진입로가 협소하다.6주차장도 협소하다  6.두번갈곳은 아니다,3,49
308,110,"제일 비싼거 먹었는데....
같이나온 고기가 너무 질겼어요ㅠ
다른거 괜찮아요",4,32
309,110,반찬은먹을만한데 간이센편이고 메인으로나오는 너비아니도좀그렇고 유리창은먼지가뽀얗고 별로가고싶지않네요,3,22
310,112,"후포항 바닷가 바로앞에 있는 횟집입니다.
회징식이 4인15만, 5인18만원 입니다.
해산물 여러종류,매운탕 포함 며러가지 맛있고 신선한 해산물과 횟감을 맛있게 먹을수 있습니다.",4,48
311,112,스끼다시 하나도 없어요.ㅜㅜ.. 별롭니다.,1,10
312,112,"강화에 캠핑장에 왔다가 포장해서 먹은곳
가격은 모르겠지만 ㅋㅋ
사장님들 친절하시고 회도 맛 좋았습니다.
회 포장해서 회비빔면 해먹었는데 좋았습니다.",3,18
313,112,"토요일 오후에 가족과 함께 들렸습니다.
강화도가 밴댕이로 유명한데
선수포구 밴댕이마을이 있다는 것을 처음 알았습니다.…",4,30
314,112,"밴댕이 코스로 먹었는데 맛있었어요 6월까지밖에 못먹는대요 인당25000원이라는데 회,무침,구이,전골까지 모두 푸짐하고 맛있게 먹었습니다",5,0
315,114,추천할만한 메뉴는 눈꽃치즈돈까스. 맛있다. 주차가 불편한점은 단점이다.,4,8
316,114,돈가스 숨은고수....고기는 부드럽고 튀김은 바삭한데 가볍게 튀긴 느낌이 좋다. 소스는 묵직한거 같지만 각종 과일향과 특유의 상쾌함이 있다.,5,40
317,114,"강화도에 가면 별미도 많지만, 이 곳에서 돈까스 한 번 먹어보세요.
음... 정말 깔끔하고 맛있습니다.
아담하지만 추천할 만한 음식점입니다.",5,30
318,114,강화도에 돈가스맛있는집입니다 음식도신선하고  사장님도 친절하셔서 한번씩가면 맛있게먹고옵니다.,5,5
319,114,왕돈까스 눈꽃치즈돈까스 칠리마늘돈까스 일행들이 하나씩 시켰는데 괜찮았습니다. 칠리마늘 돈까스는 칠리소스에 튀긴 마늘칩을 듬쁙 얹어주는 돈까스인데 괜찮고요. 기본 돈가스 소스도 삼삼하고 달콤하니 좋아요. 눈꽃치즈 돈까스는 철판위에 양배추 깔고. 위에 돈까스와 치즈를 듬뿍 내주는데 치즈좋아하시는 분한테는 괜찮겠습니다.,5,7
320,116,"주변에 수로 가 있어서 낚시를 하러 자주 가는 길 중 하나 이다
간판은 한식 분위기  막상 들어가면 순대 국
재료 소진 시 영업 끝  .못해도 1시 30분 전 까지는 가야 할 듯 하다 .",5,47
321,116,"여기가 왜 맛집인지?  순대국 이지만 순대는없다 이건 내장탕이라고해야지 냄새가 너무심하다 냄새신경안쓰는사람이면 맛있게드실듯함
재방문의사없음",2,45
322,116,선지우거지해장국 맛있어요,2,41
323,116,콩국수맛이일품이더근요,4,4
324,116,그냥 가볍게 먹을수있는 백반집,2,6
325,118,"세트 시켜먹었는데 젓국갈비랑 돌솥밥 돼지갈비가 구워서 나온다

젓국갈비는 처음 먹어보는데 전날 술마셔서 그런가...?국물도 맛있었고 고기랑 두부랑 야채랑 같이 호로록 먹으면 맛있었다 돌솥밥도 맛있음…",4,9
326,118,갑은 숯불자연포크(돼지갈비).90년대 돼지갈비맛. 젓국갈비전골은 호불호가 많이 갈리는 맛. 안에 고기는 좀 별루… 각종 밥의 양은 적습니다. 다시오면 난 갈비만…,4,36
327,118,"젓국갈비와 돼지갈비, 돌솥밥 등 모든 음식이 맛있습니다.
방역수칙도 잘 지켜지고 있고 주차장도 넓습니다.",4,38
328,118,"기대안하고 먹으러갔는데 진짜 맛집이에요!
도토리묵, 자연포크, 솥밥 전부 다 맛있었어요
재방문의사 200%!",5,25
329,118,맛있었다. 자극적이거나 짜지않고 간도 적당하고 커플세트 먹었는데 양이 상당했다. 재방문해야겠다. 다음엔 다른 메뉴도 먹어보고 싶은 곳.,5,7
330,0,"웨이팅이 좀 있어요 유명한곳이라 웨이팅하는 곳도 있어서 편히 기다릴수 있어요
주차는 재주껏 해야 합니다
직원분이 구워 주시고요 직원분마다 차이가 있어요..…",5,15
331,0,돼지갈비가 담백하고 먹는방법에 따라 다른 맛이 납니다. 직원분들이 알맞게 구워주어 편하게 먹고 왔습니다. 주차장이 없는것과 연기가 나는게 조금 아쉬웠네요,5,20
332,0,"5시땡하고 드갔더니 아슬아슬하게 웨이팅
피했네요. 심지어 평일이요. .하하
생돼지갈비라 삼겹살같으면서도 맛있습니다!…",5,47
333,0,"일요일이라 12시에 딱 갔는데도 웨이팅했네요. 1시간 조금 넘게 기다려서 들어갔습니다.
가게 앞 번호적힌 포스트잇 가져가서 가게 옆 대기실에서 기다리면 됩니다.
일요일이라 도로에 주차가능하다 하여 가게 바로 앞에 주차했네요.…",4,12
334,0,생갈비가 진짜 맛있네요 육즙도 가득이고 젓갈비빔밥도 맛있습니다. 일하시는분들도 친절하시고 재방문 하고싶어요,5,37
335,1,맛있어요 ^^,3,14
336,1,맛있어요 ^^,1,2
337,1,맛있어요 ^^,1,46
338,3,오랜만에 갔더니 좌식에서 좌석도 다바뀌었더라구요 맛은 여전합니다. ^^ 1인분에 닭한마리씩 크게 들어가 있는 얼큰하고 끝내주는 칼국수와 바삭하고 해물 잔뜩인 파전은 그야말로 끝장입니다. 어렸을때 갔던 맛이랑 똑같습니다.,5,45
339,3,"조개 닭 둘다 얼큰으로 드세요 파전도 드세요 존맛탱입니다.
집가까우면  하루에 한번씩갈텐데... 영동도살아서 너무 아쉬워  강려크하게추천",5,1
340,3,"이곳이 종로점이 있다면 닭한마리는 육해공생칼국수 승!
3인분이면 닭이 세마리입니다.
국물이 인위적으로 진하지 않아 오히려 깔끔하니 좋습니다.",5,35
341,3,여기에 식당 있으면 항상 망했었는데 간만에 맛있는 집 하나 생긴것 같네요. 오래오래 장사하기를 바랍니다.,5,10
342,3,양이 엄청 많아요 1인분 주문하고 사이드 메뉴로 파전이나 만두를 주문하세요 닭한마리 2인분 시켰으면 다 못먹었을 뻔... 엄청 맛있고 사람들이 많아서 씨끄럽습니다만 엄청 맛있음... 주차장은 따로 없는거 같으니 알아서 해야할 문제 ㅠㅜ,5,0
343,4,"맛과 건강을 한번에 볼 수 있으며 흔치않은 음식이라 생일, 모임등 특별한날 모두 좋을거같아요",5,6
344,4,"가운데는 홀이고 홀 양쪽으로는 조용한 룸이 있는 식당이예요.
가격면에서도 좋고 특히 제가 좋아하는 조용한 곳이라 누군가의 방해없이 여유있게 식사를 즐겼던 곳이네요.
지하와 지상에 주차장이 있어 주차가 용이하며 특히 지하주차장에 주차를 하면 지하엘리베이터와 지상엘리베이터가 연결되어있어 비나 눈이와도 걱정이…",5,27
345,4,"전복 맛을 재대로 구경할수 있는 곳
주차장도 았어서 좋다",3,23
346,4,깔끔하고 단독룸에 아기의자까지 준비해주셔서 너무 편하게 아기랑 밥 먹을수 있었어요. 음식도 평일 런지 15000원도 안되는 가격에 하나같이 정갈하고 너무 맛있어서 남는게 있나 할 정도로ㅠㅠ 별5개 무조건입니다!,5,14
347,4,"인천 구월동 예술회관 쪽에 위치해 있으며, 당연히 주차시설 있습니다. 홀 도 있고 룸 도 있는데 룸 은 약간 일본식 타다미방 이랑 비슷하고 안락했습니다. 음식맛 은 달지도 짜지도 않았고 딱 먹기좋았고, 세팅 해주시는 직원분들도 연말인데도 불구하고 매우 친절하게 대해주셨습니다.
직장인 인 제 기준에서 가격대도 엄청 부담스럽거나 한 금액도 아니었고, 조만간 부모님 뫼시고 다시 갈 예정입니다.
다양한 회 와 음식을 드시고 싶으신분들은 강추입니다^^",5,45
348,5,"화덕피자가 아주 맛있고 파스타도 다양하여
이탈리안 음식을 제대로 맛볼수 있는곳입니다
다만 주차장이 없는것이 너무 아쉽네요",5,36
349,5,"화덕피자 먹으러 방문했는데 브레이크 타임이 딱히 없어서 오후 3시쯤인데도 손님이 많더라구요! 꽈뜨로 포르마지오랑 할라피뇨 스테이크 라이스를 주문해서 기다렸는데, 식전빵으로 화덕에 빵이 구워져서 따끈하게 먹을 수 있었어요. 오일에 마늘이 들어간 소스같은걸 같이 내어주셨는데 발사믹이 아니라 신기했는데 맛있었어요ㅎㅎ피자는 그냥 치즈가 많이 올라간 고르곤졸라같은 느낌이었고 꿀 찍어먹으니 맛있었어요😀 할라피뇨 라이스는 생각보다 짭짤했는데 그래서 더 맛있었던거 같아요. 그 위에 스테이크는 좀 오버쿡되었는지 퍽퍽하긴 했는데 밥은 맛있었어요😍 직원들도 친절하고 좋았습니당!…",5,0
350,5,"식전 빵 쫄깃하고 너무 맛있어요
리조또, 파스타, 피자 주문했는데 리조또는 그냥 리조또였고 사진에 저 크랩파스타 너무 맛있었어요 모든 메뉴에 맵기선택 가능하다고 봤는데 파스타 조금 맵게해서 먹었으면 최고였을거 같네요…",5,27
351,5,"점심에 갔는데 조용하고 평화로움.
음식은 당연하고, 라자냐는 살짝 다음엔 안시킬거 같지만 맛은 있음.",5,37
352,5,"쏘쏘
평범해요
음식도 평범하고 분위기도..
문 활짝 열어둔건 좋은데 파리가 겁나 날아댕겨유",3,42
